Unnamed: 0,recipe_name,prep_time,cook_time,total_time,ingredients,directions,rating,cuisine_path,nutrition,img_src
715,Carrie's Pizza Rolls,55 mins,3 hrs 30 mins,4 hrs 25 mins,"dry yeast, water, honey, white flour, water, garlic clove, tomatoes, tomato sauce, mozzarella cheese, parmesan cheese, romano cheese, olive oil, salt, pepper, oregano, basil","Dough: Dissolve yeast with honey and 1/2 cup  water; let stand 10 minutes., Put 4 cups flour in large  mixing bowl; stir in oil, water and yeast mixture. Mix   thoroughly., Knead 8 to 10 minutes., Let dough rise 1 hour until  doubled., Punch  down and roll on floured surface to about 1/2- inch., Cut into rectangles about 4 x 6-inches or desired size of  pizza roll., Sauce: Place all ingredients (except  the  Mozzarella cheese) in a crock-pot and simmer on low for  about 2 hours., 
Let cool to room temperature. Hot sauce will  make dough soggy., Rolls: Place a small amount of sauce on the  dough rectangles, spreading it to cover the entire   piece of dough., Sprinkle Mozzarella cheese over half of the  dough., Roll up the  dough burrito-style, sealing edges with  moistened fingers., Place rolls on a  cookie sheet. Allow to rest for  about 10 minutes., Bake in a hot 500 degrees  oven until  dough is golden brown., Serve rolls with a side bowl of hot pizza  sauce  for dipping the pizza rolls inches., 
These freeze beautifully., Can be   reheated in the microwave. Variations: You may wish to add slices of  mushroom,  olive, shredded beef, pepperoni slices or  whatever in addition to the  Mozzarella cheese inside the pizza roll.",4,Unknown,"Calories: 3521.8, Fat: 108.1g, Protein: 134.2g, Sugar: 29.7g, Carbs: 548.4g",
716,Almond Fudge Banana Cake,50 mins,1 hrs,1 hrs 50 mins,"DOLE&reg; Banana, sugar, margarine, eggs, amaretto liqueur, vanilla extract, all-purpose flour, baking soda, salt","Mash bananas and set aside.  Beat sugar and margarine until light and fluffy., Beat in eggs, liqueur and vanilla., Combine dry ingredients., Stir in almonds., Add to sugar mixture alternately with bananas., Beat well., Pour batter into greased 10-inch Bundt pan., Bake in preheated 350°F oven 45 to 50 minutes or until toothpick inserted in center comes out almost clean and cake pulls away from side of pan., Cool 10 minutes., Remove cake from pan to wire rack to cool completely., 
Drizzle glaze over top and down side of cake.  Make 16-20 servings.",5,Unknown,"Calories: 224.8, Fat: 9.2g, Protein: 3.8g, Sugar: 21.8g, Carbs: 33.9g",
717,Cherry Tomatoes on Provolone Garlic Bread,35 mins,1 hrs 10 mins,1 hrs 45 mins,"cherry tomatoes, scallions, parsley, rosemary, garlic, extra virgin olive oil, extra virgin olive oil, garlic, provolone cheese, parmesan cheese","For the tomatoes, mix tomatoes, scallions, parsley, rosemary, garlic, olive oil and vinegar in a shallow bowl., Season with salt and pepper., Cover bowl and let tomatoes marinate at room temperature for at least 1 hour, but preferably 3-4 hours., Stir occasionally to distribute seasonings., For the bread, combine olive oil and garlic and let mixture stand for about 10 minutes so flavors can mingle.  Meanwhile, heat the broiler., Brush one side of each bread slice with garlic and olive oil mixture and broil them oiled-side up until lightly browned., 
Put a slice of provolone and a generous sprinkling of Parmesan on each slice, reserving a little of the parmesan for garnish., Set aside.  Just before serving, heat up broiler again and toast cheese until bubbly., Serve bread in shallow bowls, spooning about 3/4 cup of tomatoes and marinade over each slice, garnishing with remaining parmesan.",5,Unknown,"Calories: 488.6, Fat: 38.6g, Protein: 13.4g, Sugar: 7.2g, Carbs: 23.7g",
718,Caramel Sultana Square,20 mins,30 mins,50 mins,"butter, sugar, egg, flour, baking powder, sultana, butter, golden syrup, sugar","Cream butter and sugar, add egg then dry ingredients., Divide shortcake in two., Press one half in tin., Melt together and pour over base.  Sprinkle with sultanas and cover with remaining mixture.  Bake in a moderate oven 20 - 30 minutes.",,Unknown,"Calories: 3770.5, Fat: 198.6g, Protein: 44.2g, Sugar: 302.6g, Carbs: 468.4g",
719,&quot;21&quot; Apple Pie,1 hrs 45 mins,1 hrs 6 mins,2 hrs 51 mins,"all-purpose flour, salt, unsalted butter, apples, lemons, dark brown sugar, light brown sugar, cinnamon, egg","Add the cold butter cubes and, with a pastry blender, blend in the flour until mixture becomes mealy ans butter forms peas-size nuggets plainly visible in the flour., The water should be added to the flour slowly to ensure that only the minimum amount of water is used., Do not over-mix the dough., When the dough has been mixed just sufficiently to combine the ingredients, form it into a ball and wrap in a piece of plastic wrap and refrigerate for several  hours., To prepare the filling, melt the butter in a large saute pan until it  begins to brown., 
Add the sliced apples and cook over medium heat until they begin to soften, about 2 to 3 minutes., In a bowl, combine the lemon juice, sugars, Southern Comfort, and  cinnamon., Add this mixture to the apples and cook 2 to 3 minutes over medium-high heat until the apples are completely caramelized and covered with all the sugar., Remove filling from the heat and  allow to cool., Preheat the oven to 375 degrees., When ready to use, remove the dough from the refrigerator, lightly flour a pastry board and a rolling pin, and unwrap the dough., 
Divide the dough into 2 equal pieces and begin to roll out into a circle by rolling evenly outward from the center and turning   the dough in small 1/8th turns to keep the rolling even., When the  dough is  rolled out to an even thickness and is about 12 inches in  diameter and 1/8-inch thick, it is ready to be transferred to a 10-inch pie pan or plate., Lightly butter the pie plate, partially roll the dough up on the rolling pin, lift the dough and center it in the pie pan and unroll., Roll the second half of the pie dough into a round slightly larger than the pie pan., 
Fill the bottom crust with the cooked apples using a slotted spoon to drain the apples., Reserve juices if desired, for sauce. Brush an egg wash coating over the lip of the dough., This is where it will be sealed to the top  crust. Cover the apples  with the top half of the pie dough., Trim any excess  from the top  crust before using both hands to crimp the edges of the two crust together to seal., With a sharp knife, make several crosshatch slits in the top  crust. Brush with the egg wash and bake for 35 to 40 minutes., 
Remove from the oven and cool 20 minutes., Serve with vanilla ice cream., Reserved juices can be reduced with heavy cream for a sauce for the pie.",3,Unknown,"Calories: 694.3, Fat: 25.1g, Protein: 7.2g, Sugar: 61.9g, Carbs: 113.0g",
720,All-Purpose Crock Pot Chicken,20 mins,8 hrs 40 mins,9 hrs,"chicken, lemon pepper, salt, bell pepper, celery, carrot, green onion, garlic, water","If using thigh portions or a cut up fryer, etc, remove all skin and as much fat  as possible. I boil the skins with garlic for the dog., There is no need to bone  the chicken., Put about 1/4 inch water in the slow cooker., Rinse the chicken  well, getting into the crevices, and sprinkle with the Cajun seasoning on both  sides., Go easy at first; this is NOT low-salt and it tends to be a little spicy., I start immediately placing the chicken in the slow cooker., I rinse one piece,  season both sides, and layer it in the pot. When you are done seasoning all the  chicken (I generally do 2-3 lbs in a batch; less is not worth the time), cover  the pot and let the chicken stand for 30 minutes., 
At the end of that time, cover the chicken fully with water (don't skimp) and set the cooker on \Low.\ Cooking time is up to you., A minimum of 8-10 hours is what I recommend.  I  usually set the chicken cooking in an afternoon, and let it cook overnight.  Often it will cook for 12-24 hours., This is an excellent dish for those of us  who never learned to properly debone a chicken ;) At the end of the cooking  time, merely pull out the chicken pieces and separate the bones from the meat.  It will literally fall apart. Save the broth for adding to mashed potatoes,  gravy, rice or soup., 
You will have a good deal of chicken here. Separate into  smaller portions and freeze.",5,Unknown,"Calories: 247.2, Fat: 17.3g, Protein: 21.4g, Sugar: 0.0g, Carbs: 0.0g",
721,Amish Cornbread,5 mins,32 mins,37 mins,"Amish Friendship Starter, eggs, milk, sugar, flour, cornmeal, baking soda, salt, baking powder","Combine all above in large bowl and beat at medium speed for 2 minutes., Add:  oil, baking soda, salt, and baking powder Mix well and pour in well greased 9\ pan., Bake at 425*F 25-30 minutes.",5,Unknown,"Calories: 1792.5, Fat: 85.0g, Protein: 45.9g, Sugar: 10.5g, Carbs: 217.9g",
722,Light Cucumber Soup,15 mins,8 hrs,8 hrs 15 mins,"cucumbers, nonfat sour cream, low sodium chicken broth, onion, fresh parsley, fresh dill, dill weed, lemon juice, white pepper","Cut cucumbers into large chunks; place in a blender with remaining ingredients., Puree; pour into bowl., Cover and refrigerate for at least 8 hours.",4.5,Unknown,"Calories: 113.7, Fat: 1.6g, Protein: 6.2g, Sugar: 9.2g, Carbs: 20.3g",
723,Coconut-Lemon Macaroons,35 mins,30 mins,1 hrs 5 mins,"coconut, sugar, lemon juice, lemons, rind of, flour","In a medium pan combine coconut, sugar, 1 egg white, lemon rind and strained lemon juice.  Stir over a low heat until lukewarm, cool., Beat remaining egg whites until soft peaks form., Gradually fold egg whites into cooled mixture.  Add sifted flour, combine gently., Place mixture in heaped teaspoonfuls on greased oven trays which have been lightly dusted with cornflour., Bake in slow oven 30 minutes., Cool on trays.",,Unknown,"Calories: 2495.0, Fat: 147.0g, Protein: 34.4g, Sugar: 217.9g, Carbs: 287.6g",
724,Chicken Flambe,35 mins,35 mins,1 hrs 10 mins,"boneless skinless chicken breast, onion, portabella mushroom caps, dry white wine, butter, margarine, flour","Preheat oven to  350  F., Lightly season the chicken breasts with salt and pepper., In a large skillet over medium heat, brown chicken breasts on both sides., Add onions and mushrooms and stir cook until the onions soften., Transfer mixture to a shallow casserole dish and bake, uncovered, for 15 minutes., In a small sauce pan warm the orange liqueur over low heat (should be lukewarm, not hot). Take the casserole out of the oven., Pour the liqueur over the chicken and vegetables and ignite it. When the flames die out, add the wine and return the casserole to the oven for another 15 minutes or until chicken breasts are no longer pink inside. Remove the casserole from the oven., 
Arrange the chicken and vegetables on a warm platter and keep hot. Mix butter and flour to make a paste. Stir this into the pan juices, add cream and simmer over low heat for 5 minutes until thickened., Pour sauce over chicken., Serve with wild rice and vegetables.",,Unknown,"Calories: 304.6, Fat: 14.6g, Protein: 25.6g, Sugar: 2.2g, Carbs: 6.6g",
725,Chicken Curry,1 hrs 5 mins,42 mins,1 hrs 47 mins,"cumin seeds, red pepper flakes, turmeric, ginger, clove, salt, black pepper, boneless skinless chicken breasts, butter, fresh ginger, garlic, onions, cinnamon sticks, bay leaf, cardamom pods, whole canned tomatoes, plain yogurt, golden raisin, fresh cilantro, basmati rice, cashews, mango chutney","In a dry skillet over medium heat, toast coriander and cumin  seeds until fragrant, 1 to 2 minutes., Transfer to spice grinder, add  crushed red-pepper flakes, and grind to a powder., Place in a small  bowl, and add turmeric, ginger, cloves, salt, and black pepper., Add  chicken, and toss to coat. Heat peanut oil in a large pot over medium-high heat.  Add  chicken, cooking until browned, 3 to 5 minutes., Remove chicken., Set  aside. Reduce heat, and add ginger, garlic, and onions., 
Cook until  softened and deep-brown in color, 8 to 10 minutes., Add cinnamon  sticks, bay leaf, and cardamom pods; cook for 10 minutes., Add  tomatoes, chicken stock, and cooked chicken., Raise heat to medium  high, and cook until liquid is reduced, about 15 minutes., Meanwhile,  toast pappadams., Reduce heat to low, and stir in yogurt and  raisins., Cook until warmed throughout; add cilantro., Serve with  basmati rice, and garnish with cashews.",5,Unknown,"Calories: 360.1, Fat: 10.7g, Protein: 31.1g, Sugar: 23.5g, Carbs: 38.0g",
726,Chicken Goulash on a Sour Cream Crust,30 mins,55 mins,1 hrs 25 mins,"olive oil, red onions, boneless chicken, paprika, seasoned flour, tomato paste, red wine, plain yogurt, butter, sour cream, egg, self raising flour, parsley","Lightly saute the onions in 1 Tbsp of the oil until golden., Meanwhile place the seasoned flour and paprika in a mixing bowl, add the chicken to coat.  Remove the onions from the pan, Add the rest of the oil and saute the chicken for 2 - 3 minutes., Return onions to the pan, add the tomato paste, wine and stock., Bring to the boil and simmer for 6 - 7 minutes., Remove pan from the heat and stir in the yoghurt.  (This can be made in advance and stored in the refrigerator.) CRUST Place the butter, sour cream and egg into a bowl, mix to combine. Stir in the flour and parsley to form a soft dough., 
Press the dough into a lightly greased casserole or flan dish, working it well up the sides to a thickness of 12 mm., Spoon the filling, cover and bake at 180C for 35 minutes., Uncover and bake for a further 10 minutes or until golden and crusty.",,Unknown,"Calories: 695.5, Fat: 46.4g, Protein: 24.2g, Sugar: 3.7g, Carbs: 41.8g",
727,Chicken in Pizza Dough,1 hrs 15 mins,2 hrs 35 mins,3 hrs 50 mins,"chicken breast, egg, active dry yeast, sugar, salt, water, all-purpose flour","Prepare pizza dough (see recipe following).  While dough rises, prepare baked  chicken and vegetables., After dough has risen and chicken has finished baking,  turn  dough onto a lightly floured board., Cut off a small piece of  dough the  size of a tennis ball to use for a top decoration., Form remaining dough into a  ball and roll out to a 12 x 17-inch  rectangle. Place chicken, breast side down, in the middle  of the dough., Arrange vegetables around chicken., Wrap sides  and  ends of dough over chicken., 
Turn right side up and place  on a baking sheet.  Brush surface with beaten egg., Roll out  reserved piece of dough., Using a cookie cutter, cut out a  design and place on top of dough wrapped chicken., Brush with  egg., Bake in pre-  heated 425 degrees oven for 30 minutes, until  golden brown., To serve, let everyone tear off the bread, then cut up  the chicken., PIZZA DOUGH: Dissolve yeast, sugar and salt in warm water., In  large bowl,  combine 2 cups of flour and yeast  mixture; beat with an electric mixer several  minutes., 
Stir in enough  additional flour to make a stiff dough., Turn out on a   floured board and knead 5 minutes until smooth and elastic. Place  dough in a  lightly oiled bowl; turn to coat surface of dough  with oil., Cover with a damp  cloth and let rise in a warm  place until double in bulk (about 2 hours).",5,Unknown,"Calories: 545.0, Fat: 5.9g, Protein: 22.8g, Sugar: 1.4g, Carbs: 97.3g",
